sentence,difficulty,wordnb,cognate,cognatenb,cognateratio
"Puis je me bagarrais avec Daffy, mon canard en peluche, je machouillais mon os qui couine ou je chantais à runisson avec la radio de la voisine",C1,27,"['puis', 'je ', 'me ', 'avec', 'daffy', 'mon', 'canard', 'en ', 'peluche', 'je ', 'mon', 'os ', 'qui', 'je ', 'avec', 'la ', 'de ', 'la ']",18,0.6666666666666666
"On pensait qu'il était l'espion du marquis son père, et il fallait ménager ce despote sévère et toujours furieux depuis sa démission forcée.",C1,25,"['on ', ""qu'"", 'il ', 'espion', 'du ', 'son ', 'père', 'et ', 'il ', 'ce ', 'despote', 'et ', 'furieux', 'sa ']",14,0.56
"Et bonne humeur pour finir, avec la charade habituelle du soir",C1,11,"['et ', 'pour', 'avec', 'la ', 'charade', 'du ', 'soir']",7,0.6363636363636364
"Ainsi, en Amérique latine, en Asie de l'Est et du Sud-Est, et même au sein du sous-continent indien, de gros progrès ont été accomplis depuis trente ans.",C1,30,"['en ', 'en ', 'asie', 'de ', 'est ', 'et ', 'du ', 'sud-', 'est', 'et ', 'même', 'au ', 'sein', 'du ', 'sous', 'continent', 'de ', 'gros', 'ont ', 'accomplis', 'ans']",21,0.7
"Pour dissuader ses lycéens de faire les Beaux-arts, l'École du cirque ou de se diriger vers diplôme d'arts du spectacle, un proviseur avait coutume de leur raconter cette histoire : J'avais deux copains.",C1,36,"['pour', 'dissuader', 'ses ', 'de ', 'les ', 'arts', 'du ', 'cirque', 'de ', 'se ', 'vers', ""d'arts"", 'arts', 'du ', 'un', 'proviseur', 'de ', 'leur', ""j'"", 'avais ', 'deux', 'copains']",22,0.6111111111111112
"Éric va s'éloigner au fur à mesure d'Elsa, la mettant dans le doute, mais surtout en danger.",C1,19,"['va ', ""s'"", 'au ', 'fur ', 'mesure', ""d'elsa"", 'elsa', 'la ', 'dans', 'le ', 'mais', 'en ']",12,0.631578947368421
"Limercati trouva ce projet d'un ridicule achevé, et la comtesse s'aperçut que chez elle le mépris avait tué l'amour.",C1,22,"['ce ', ""d'un"", 'un', 'ridicule', 'et ', 'la ', ""s'"", 'que', 'chez', 'elle', 'le ', 'mépris', 'tué']",13,0.5909090909090909
"Abandonnez sans état d'âme le traditionnel cahier de vacances que les trois quarts des enfants ne terminent pas : la liste des produits alternatifs qui visent à ""faire aimer"" autant qu'à ""faire réviser"" est longue.",C1,36,"['sans', 'le ', 'cahier', 'de ', 'que', 'les ', 'quarts', 'des ', 'ne ', 'terminent', 'pas', 'la ', 'liste ', 'des ', 'qui', ""qu'"", 'est ']",17,0.4722222222222222
"Mais le comte avait la conscience de sa bravoure, son âme était généreuse, il s'emportait facilement, et alors se permettait d'étranges propos.",C1,24,"['mais', 'le ', 'comte ', 'la ', 'de ', 'sa ', 'bravoure', 'son ', 'il ', ""s'"", 'et ', 'alors ', 'se ']",13,0.5416666666666666
Je voyais de loin la petite masse sombre du rocher entourée d'un halo aveuglant par la lumière et la poussière de mer.,C1,23,"['je ', 'voyais', 'de ', 'loin', 'la ', 'petite', 'masse', 'sombre', 'du ', ""d'un"", 'un', 'halo', 'par', 'la ', 'et ', 'la ', 'de ', 'mer']",18,0.782608695652174
"En fin de compte, la Révolution a conduit au remplacement de la monarchie absolue par une monarchie constitutionnelle, qui, à son tour, sera remplacée par la Première République",C1,28,"['en ', 'fin ', 'de ', 'compte', 'la ', 'au ', 'de ', 'la ', 'par', 'une ', 'qui', 'son ', 'tour', 'sera', 'par', 'la ']",16,0.5714285714285714
"Ses soutiens la voient comme une militante acharnée de l'écologie, qui n'hésite pas à faire entendre sa voix.",C1,20,"['ses ', 'soutiens', 'la ', 'comme', 'une ', 'militante', 'de ', 'qui', ""n'"", 'pas', 'sa ', 'voix']",12,0.6
Un beau succès d'estime.,C1,5,"['un', 'beau']",2,0.4
"Or, Internet et les réseaux sociaux mobilisent toute notre attention et ne permettent pas de trouver cette tranquillité d'esprit.",C1,20,"['internet', 'et ', 'les ', 'et ', 'ne ', 'pas', 'de ']",7,0.35
"Ici, dans le palais, l'air était lourd et étouffant, mais, dans la forêt, le vent soufflait librement et le soleil, de ses caressants doigts d'or, écartait les feuilles frémissantes.",C1,31,"['ici', 'dans', 'le ', ""l'air "", 'air ', 'lourd', 'et ', 'mais', 'dans', 'la ', 'le ', 'vent', 'et ', 'le ', 'de ', 'ses ', ""d'or"", 'les ']",18,0.5806451612903226
Les Inuits attendent seulement d'elle une déclaration politique.,C1,9,"['les ', 'inuits', 'attendent', 'elle', 'une ']",5,0.5555555555555556
Les trafiquants se rabattent donc sur les ursidés d'Amérique du Nord.,C1,12,"['les ', 'se ', 'donc', 'sur ', 'les ', 'du ', 'nord']",7,0.5833333333333334
"Revue une fois, elle sera cette fois plus facilement accessible""",C1,10,"['une ', 'fois', 'elle', 'sera', 'fois', 'plus', 'accessible']",7,0.7
"D'après des ordres venus de Vienne, le général autrichien reçut le marquis del Dongo avec une considération voisine du respect ; on se hâta de lui offrir une des premières places dans le gouvernement, et il l'accepta comme le paiement d'une dette.",C1,44,"['après ', 'des ', 'ordres', 'de ', 'le ', 'autrichien', 'le ', 'del ', 'dongo', 'avec', 'une ', 'du ', 'on ', 'se ', 'hâta', 'de ', 'lui ', 'une ', 'des ', 'places', 'dans', 'le ', 'et ', 'il ', 'accepta', 'comme', 'le ', 'une ']",28,0.6363636363636364
"En cette grande occasion, pour accomplir ce voyage politique, le marquis remettait à son fils quatre écus, et, suivant l'usage, ne donnait rien à sa femme, qui le menait.",C1,30,"['en ', 'pour', 'ce ', 'le ', 'son ', 'fils', 'ne ', 'rien', 'sa ', 'qui', 'le ']",11,0.36666666666666664
"Si sept millions de citadins rêvent de refaire leur vie aux champs, tous ne passent pourtant pas à l'acte.",C1,20,"['si ', 'sept', 'de ', 'de ', 'refaire', 'leur', 'vie', 'aux', 'champs', 'tous', 'ne ', 'pas', ""l'acte"", 'acte']",14,0.7
"Une des sources majeures des gaz à effet de serre dans le monde étant la production d'électricité d'origine fossile, il est donc normal de s'atteler à l'immense tâche de décarboner nos productions.",C1,36,"['une ', 'des ', 'majeures', 'des ', 'gaz', 'de ', 'serre ', 'dans', 'le ', 'la ', 'fossile', 'il ', 'est ', 'donc', 'normal', 'de ', ""s'"", 'tâche ', 'de ', 'nos ', 'productions']",21,0.5833333333333334
Une meilleure protection de la vie privée conjuguée à des mesures allant dans le sens d'une meilleure gestion des risques de sécurité numérique pourraient contribuer à promouvoir la confiance.,C1,30,"['une ', 'protection', 'de ', 'la ', 'vie', 'des ', 'allant', 'dans', 'le ', 'sens', 'une ', 'des ', 'de ', 'promouvoir', 'la ']",15,0.5
"Ce cadeau me transporta instantanément dans un monde imaginaire où je passais des heures entières à jouer à la coiffeuse avec mes clients imaginaires et mes poupées et pendant longtemps, je nourris le désir d'être coiffeuse",C1,37,"['ce ', 'cadeau', 'me ', 'transporta', 'dans', 'un', 'je ', 'passais ', 'des ', 'la ', 'avec', 'mes ', 'clients', 'imaginaires', 'et ', 'mes ', 'et ', 'je ', 'nourris', 'le ']",20,0.5405405405405406
"Un regard vers le clel, elle s'inspire, elle se projette",C1,11,"['un', 'regard', 'vers', 'le ', 'clel', 'elle', ""s'"", 'elle', 'se ', 'projette']",10,0.9090909090909091
"Une association de promotion et de développement de l'apprentissage en ligne note que si la calculatrice a ""supplanté le calcul mental y compris pour des opérations basiques, et que l'utilisation d'un ordinateur relié à internet pourrait aisément remplacer une partie de notre mémoire, les opérations basiques ont ont été mémorisées en amont et c'est grâce à cette assimilation de connaissances basiques que l'apprenant peut utiliser la calculatrice"".",C1,72,"['une ', 'de ', 'promotion', 'et ', 'de ', 'de ', 'en ', 'note', 'que', 'si ', 'la ', 'le ', 'mental', 'pour', 'des ', 'et ', 'que', ""d'un"", 'un', 'ordinateur', 'internet', 'une ', 'partie', 'de ', 'les ', 'ont ', 'ont ', 'en ', 'et ', ""c'"", 'est ', 'assimilation', 'de ', 'que', 'apprenant', 'peut', 'la ']",37,0.5138888888888888
"En Compétitif, il s'agit de 30 manches, l'équipe gagnant 16 manches l'emporte, mais le match se termine par une égalité si aucune des deux équipes n'a atteint 16 à la fin de la trentième manche.",C1,39,"['en ', 'il ', ""s'"", 'agit', 'de ', 'manches', 'manches', 'mais', 'le ', 'match ', 'se ', 'par', 'une ', 'si ', 'des ', 'deux', ""n'a "", 'la ', 'fin ', 'de ', 'la ']",21,0.5384615384615384
"Une opération à renouveler 2 à 3 fois, avant de l'émietter le plus finement possible, la chiquetailler, comme on dit aux Antilles",C1,23,"['une ', 'fois', 'de ', 'le ', 'plus', 'finement', 'la ', 'comme', 'on ', 'dit ', 'aux', 'antilles']",12,0.5217391304347826
La raison de cette ambivalence précède l'existence des robots et même leur nom: elle est culturelle et se cache dans le vieux mythe du Golem remis à l'honneur en Occident par Frankenstein de Mary Shelley en 1818.,C1,39,"['la ', 'de ', 'ambivalence', 'des ', 'robots', 'et ', 'même', 'leur', 'nom', 'elle', 'est ', 'et ', 'se ', 'cache ', 'dans', 'le ', 'mythe', 'du ', 'golem', 'remis ', 'en ', 'par', 'frankenstein', 'de ', 'mary', 'en ']",26,0.6666666666666666
"Premièrement, comme les réseaux sociaux sont devenus de véritables espaces de comparaison sociale, notamment par les photos postées, on est souvent enclin à penser que les autres sont plus heureux et ont une vie bien plus agréable que la nôtre.",C1,40,"['comme', 'les ', 'sont', 'de ', 'de ', 'par', 'les ', 'photos', 'on ', 'est ', 'enclin', 'que', 'les ', 'sont', 'plus', 'et ', 'ont ', 'une ', 'vie', 'bien', 'plus', 'que', 'la ']",23,0.575
Mais très vite l'usage de la moto se répandit en commençant par être un outil de travail des professions libérales.,C1,21,"['mais', 'vite', 'usage ', 'de ', 'la ', 'moto', 'se ', 'en ', 'par', 'un', 'de ', 'des ', 'professions']",13,0.6190476190476191
Je me suis creusé la tête sans relache durant des heures pour résoudre ce casse-tête chinois.,C1,17,"['je ', 'me ', 'suis', 'creusé', 'la ', 'tête', 'sans', 'relache', 'des ', 'pour', 'ce ', 'casse', 'tête']",13,0.7647058823529411
"Et l'un de ces héritiers de Platon et du paganisme, Proclus (412-485), se lever en pleine nuit pour entonner des hymnes à la Lune ?",C1,26,"['et ', ""l'un"", 'un', 'de ', 'ces ', 'de ', 'et ', 'du ', 'paganisme', 'proclus', 'se ', 'en ', 'pleine', 'nuit', 'pour', 'des ', 'hymnes', 'la ', 'lune']",19,0.7307692307692307
"On disait qu'une princesse polonaise, l'écoutant un soir chanter sur la plage de Biarritz, où il radoubait des chaloupes, en était devenue amoureuse.",C1,25,"['on ', ""qu'"", 'une ', 'polonaise', 'un', 'soir', 'chanter', 'sur ', 'la ', 'plage', 'de ', 'biarritz', 'il ', 'des ', 'en ', 'amoureuse']",16,0.64
"Le plus inquiétant et scandaleux, c'est en mathématiques : il échange ses réponses et travaux pratiques à tout l'internat contre rétribution, ce qui explique les quantités de provisions et d'objets illégaux qui dans son placard.",C1,37,"['le ', 'plus', 'et ', 'scandaleux', ""c'"", 'est ', 'en ', 'il ', 'ses ', 'et ', 'tout', 'internat', 'contre', 'ce ', 'qui', 'les ', 'de ', 'et ', 'qui', 'dans', 'son ', 'placard']",22,0.5945945945945946
Donc on modifie complètement la psychologie de l'élève au sein même du groupe classe.,C1,15,"['donc', 'on ', 'la ', 'de ', 'au ', 'sein', 'même', 'du ', 'groupe', 'classe']",10,0.6666666666666666
"Contrairement à la cuisine italienne qui brille par sa fraîcheur et sa simplicité ou à la cuisine espagnole (pour ne citer que nos voisins les plus proches) qui allie dynamisme et innovation, la cuisine hexagonale n'est plus capable de se remettre en question.",C1,44,"['la ', 'qui', 'brille', 'par', 'sa ', 'et ', 'sa ', 'la ', 'pour', 'ne ', 'citer ', 'que', 'nos ', 'les ', 'plus', 'qui', 'allie', 'dynamisme', 'et ', 'innovation', 'la ', ""n'"", 'est ', 'plus', 'de ', 'se ', 'en ']",27,0.6136363636363636
"Ils ont mis en évidence le rôle clé de l'alimentation dans l'apparition ou le traitement de certains troubles mentaux comme la dépression, les troubles anxieux, la schizophrénie et même l'autisme.",C1,33,"['ils ', 'ont ', 'mis ', 'en ', 'le ', 'rôle', 'clé', 'de ', 'dans', 'le ', 'de ', 'mentaux', 'comme', 'la ', 'les ', 'la ', 'et ', 'même']",18,0.5454545454545454
"C'est une question de vie ou de mort, martèle Sheila Watt-Cloutier.",C1,13,"[""c'"", 'est ', 'une ', 'de ', 'vie', 'de ', 'mort', 'sheila', 'watt', 'cloutier']",10,0.7692307692307693
Il avait une de ces pâleurs splendides qui donnent quelque chose de la majesté des marbres aux races ardentes du Midi.,C1,21,"['il ', 'une ', 'de ', 'ces ', 'qui', 'de ', 'la ', 'des ', 'marbres', 'aux', 'races', 'ardentes', 'du ', 'midi']",14,0.6666666666666666
"Mais les archéologues notent tout de même qu'ils ont été enterrés avec soin, voire avec amour, notamment dans la disposition des corps, qui rappelle des animaux endormis.",C1,28,"['mais', 'les ', 'tout', 'de ', 'même', ""qu'"", 'ils ', 'ont ', 'avec', 'soin', 'avec', 'dans', 'la ', 'des ', 'corps', 'qui', 'des ']",17,0.6071428571428571
"C'était là le fruit qu'il avait retiré des études astrologiques de son ami l'abbé Blanès, aux prédictions duquel il ne croyait point.",C1,25,"[""c'"", 'le ', ""qu'"", 'il ', 'retiré', 'des ', 'de ', 'son ', 'ami ', 'abbé', 'aux', 'il ', 'ne ']",13,0.52
"On comprend qu'une semblable manière de composer, si différente de l'ancien procédé visible à tous les yeux; déroute souvent les critiques, et qu'ils ne découvrent pas tous les fils si minces, si secrets, presque invisibles, employés par certains artistes modernes à la place de la ficelle unique qui avait nom : l'Intrigue.",C1,55,"['on ', ""qu'"", 'une ', 'de ', 'composer', 'si ', 'de ', 'ancien', 'tous', 'les ', 'les ', 'et ', ""qu'"", 'ils ', 'ne ', 'pas', 'tous', 'les ', 'fils', 'si ', 'minces', 'si ', 'secrets', 'invisibles', 'par', 'la ', 'place ', 'de ', 'la ', 'ficelle', 'qui', 'nom', 'intrigue']",33,0.6
"L'idée était de stimuler chez les élèves l'esprit scientifique et les capacités d'expression, de favoriser leur compréhension du monde, et de leur permettre de mieux jouer leur rôle de citoyen en proposant des projets pédagogiques orientés vers des questions de société (éducation à la santé, au développement durable.).",C1,51,"['de ', 'chez', 'les ', 'et ', 'les ', 'de ', 'leur', 'du ', 'et ', 'de ', 'leur', 'de ', 'leur', 'rôle', 'de ', 'en ', 'proposant', 'des ', 'vers', 'des ', 'questions', 'de ', 'la ', 'au ']",24,0.47058823529411764
"Bref, première leçon, le québécois n'est pas un français déformé mais plutôt un français historique, proche de celui qui était parlé en France avant le 17e siècle",C1,28,"['bref', 'le ', ""n'"", 'est ', 'pas', 'un', 'mais', 'un', 'de ', 'qui', 'parlé', 'en ', 'france ', 'le ']",14,0.5
"Si t'as trouvé le vidéo le fun, pense à aimer notre chaine YouTube et notre page Facebook",C1,18,"['si ', ""t'as"", 'as ', 'le ', 'le ', 'fun', 'youtube', 'et ', 'page', 'facebook']",10,0.5555555555555556
"En montant dans la barque ces enfants croyaient se précipiter dans les plus grands dangers, c'était là le beau côté de leur action ; et, suivant l'exemple de leurs pères ils récitaient dévotement un Ave Maria.",C1,37,"['en ', 'dans', 'la ', 'barque', 'ces ', 'croyaient', 'se ', 'dans', 'les ', 'plus', 'dangers', ""c'"", 'le ', 'beau', 'côté', 'de ', 'leur', 'de ', 'pères ', 'ils ', 'un', 'ave']",22,0.5945945945945946
L'originalité du mécanisme est d'utiliser des photons et de les convertir en énergie chimique qui se retrouve dans l'énergie de liaison des atomes de carbone et d'hydrogène dans les glucides formés.,C1,35,"['du ', 'est ', 'des ', 'photons', 'et ', 'de ', 'les ', 'convertir', 'en ', 'qui', 'se ', 'dans', 'de ', 'des ', 'atomes', 'de ', 'et ', 'dans', 'les ']",19,0.5428571428571428
"Voilà le chemin à suivre, finissons-en avec ce décalage inacceptable entre la cuisine d'en haut (consommée par une minorité) et la cuisine d'en bas, celle de la majorité silencieuse, débordante et insipide.",C1,35,"['le ', 'chemin', 'suivre', 'en ', 'avec', 'ce ', 'inacceptable', 'la ', ""d'en"", 'en ', 'haut', 'par', 'une ', 'et ', 'la ', ""d'en"", 'en ', 'bas', 'celle ', 'de ', 'la ', 'silencieuse', 'et ', 'insipide']",24,0.6857142857142857
Elle connaissait à présent la petitesse des passions que l'art exagérait.,C1,12,"['elle', 'la ', 'petitesse', 'des ', 'que', ""l'art "", 'art ']",7,0.5833333333333334
L'apprentissage du code et plus largement d'une culture générale du numérique à l'école est une mesure réclamée depuis longtemps par l'Académie des sciences.,C1,27,"['du ', 'code', 'et ', 'plus', 'une ', 'du ', 'est ', 'une ', 'mesure', 'par', 'des ']",11,0.4074074074074074
"À cette époque, les conventions d'appellation modernes ne se sont pas encore développées en Europe.",C1,16,"['les ', 'appellation', 'ne ', 'se ', 'sont', 'pas', 'encore', 'en ', 'europe']",9,0.5625
"Les langues ne sont pas seulement le moyen privilégié de communication entre les humains, elles incarnent la vision du monde de leurs locuteurs, leurs imaginaires, leurs façons de véhiculer le savoir.",C1,31,"['les ', 'ne ', 'sont', 'pas', 'le ', 'de ', 'les ', 'elles ', 'la ', 'du ', 'de ', 'imaginaires', 'de ', 'le ']",14,0.45161290322580644
"De peur de paraître ridicule, Emma voulut, avant d'entrer, faire un tour de promenade sur le port, et Bovary, par prudence, garda les billets à sa main, dans la poche de son pantalon, qu'il appuyait contre son ventre.",C1,40,"['de ', 'peur', 'de ', 'ridicule', 'emma', 'un', 'tour', 'de ', 'promenade', 'sur ', 'le ', 'port', 'et ', 'bovary', 'par', 'garda', 'les ', 'sa ', 'main', 'dans', 'la ', 'de ', 'son ', 'pantalon', ""qu'"", 'il ', 'contre', 'son ']",28,0.7
"La Fondation La Main à la pâte a été créée en 2011, dans la continuité de l'opération du même nom lancée en 1995 par l'Académie des sciences à l'initiative du prix Nobel de physique, Georges Charpak.",C1,39,"['la ', 'la ', 'main', 'la ', 'pâte', 'en ', 'dans', 'la ', 'de ', 'du ', 'même', 'nom ', 'en ', 'par', 'des ', 'du ', 'prix', 'nobel', 'de ', 'charpak']",20,0.5128205128205128
Vous méritez un coup de chapeau pour ce merveilleux spectacle innovant et divertissant !,C1,13,"['vous', 'un', 'coup', 'de ', 'pour', 'ce ', 'et ']",7,0.5384615384615384
La peur du huis clos de la retraite.,C1,8,"['la ', 'peur', 'du ', 'huis', 'clos', 'de ', 'la ']",7,0.875
"Par exemple, pour gagner dix pas de terrain sur le lac, près de la fameuse allée de platanes, à côté de la Cadenabia, il faisait construire une digue dont le devis allait à quatre-vingt mille francs.",C1,37,"['par', 'pour', 'dix', 'pas', 'de ', 'sur ', 'le ', 'lac', 'de ', 'la ', 'de ', 'platanes', 'côté', 'de ', 'la ', 'il ', 'faisait ', 'une ', 'digue', 'dont', 'le ', 'devis', 'mille', 'francs']",24,0.6486486486486487
"Un jour, Cunégonde, en se promenant auprès du château, dans le petit bois qu'on appelait parc, vit entre des broussailles le docteur Pangloss qui donnait une leçon de physique expérimentale à la femme de chambre de sa mère, petite brune très jolie et très docile.",C1,46,"['un', 'jour', 'en ', 'se ', 'promenant', 'du ', 'dans', 'le ', 'petit ', 'bois', ""qu'"", 'on ', 'parc', 'vit ', 'des ', 'le ', 'pangloss', 'qui', 'une ', 'de ', 'la ', 'de ', 'de ', 'sa ', 'mère', 'petite', 'brune', 'jolie', 'et ', 'docile']",30,0.6521739130434783
Après cette déclaration héroïque la comtesse ne voulut plus des chevaux ni de la loge du comte N. Mais depuis quinze ans elle était accoutumée à la vie la plus élégante : elle eut à résoudre ce problème difficile ou pour mieux dire impossible : vivre à Milan avec une pension de quinze cents francs.,C1,53,"['après ', 'la ', 'ne ', 'plus', 'des ', 'ni ', 'de ', 'la ', 'loge', 'du ', 'comte ', 'mais', 'ans ', 'elle', 'la ', 'vie', 'la ', 'plus', 'elle', 'eut ', 'ce ', 'pour', 'dire', 'impossible', 'milan', 'avec', 'une ', 'pension', 'de ', 'cents', 'francs']",31,0.5849056603773585
"Quand j'échange avec des sympathisants de gauche en mettant sur la table toutes les réformes de progrès social depuis 2017, je me rends compte que l'enjeu porte avant tout sur notre capacité à porter politiquement ce bilan.",C1,39,"[""j'"", 'avec', 'des ', 'de ', 'en ', 'sur ', 'la ', 'les ', 'de ', 'social', 'je ', 'me ', 'rends', 'compte', 'que', 'porte', 'tout', 'sur ', 'ce ']",19,0.48717948717948717
"Une étude effectuée dans les années 1990 auprès d'un groupe de professeurs de physique de quatrième, des deux sexes, a révélé qu'entre deux bonnes copies, l'une rédigée par un garçon, l'autre par une fille, les enseignants notaient plus favorablement celle du garçon.",C1,46,"['une ', 'dans', 'les ', ""d'un"", 'un', 'groupe', 'de ', 'de ', 'de ', 'des ', 'deux', 'sexes', ""qu'"", 'deux', 'copies', 'une ', 'par', 'un', 'par', 'une ', 'les ', 'plus', 'favorablement', 'celle ', 'du ']",25,0.5434782608695652
"Comme le révélait récemment la police italienne, les réseaux de prostitution, les trafiquants d'armes et les vendeurs de drogue utilisent de plus en plus le logiciel de téléphonie par Internet.",C1,31,"['comme', 'le ', 'la ', 'police', 'les ', 'de ', 'prostitution', 'les ', ""d'armes"", 'armes ', 'et ', 'les ', 'vendeurs', 'de ', 'drogue', 'utilisent', 'de ', 'plus', 'en ', 'plus', 'le ', 'logiciel', 'de ', 'par', 'internet']",25,0.8064516129032258
"Elle les renvoie à leur cinquantaine, dont ils ne veulent pas entendre parler, eux qui se sentent en pleine maturité, surtout s'ils ont réussi socialement.",C1,26,"['elle', 'les ', 'leur', 'cinquantaine', 'dont', 'ils ', 'ne ', 'pas', 'eux', 'qui', 'se ', 'sentent', 'en ', 'pleine', ""s'"", 'ils ', 'ont ']",17,0.6538461538461539
"Le lendemain, le général autrichien fit appeler le comte Pietranera, le reçut avec toute la distinction possible, et l'assura que sa pension de retraite ne tarderait pas à être liquidée sur le pied le plus avantageux.",C1,37,"['le ', 'le ', 'autrichien', 'fit ', 'le ', 'comte ', 'pietranera', 'le ', 'avec', 'la ', 'et ', 'assura', 'que', 'sa ', 'pension', 'de ', 'ne ', 'pas', 'sur ', 'le ', 'pied', 'le ', 'plus']",23,0.6216216216216216
"Au Québec on ne discute pas, on jase",C1,8,"['au ', 'on ', 'ne ', 'pas', 'on ', 'jase']",6,0.75
"J'étais toujours dans ses jambes, effectivement, à goûter tous ses plats",C1,12,"[""j'"", 'dans', 'ses ', 'jambes', 'tous', 'ses ', 'plats']",7,0.5833333333333334
"Entre 1860 et 1880, les bisons ont été éliminés par les Blancs pour nous enlever ce qui faisait notre vie : le coeur de notre culture, de notre spiritualité, mais aussi notre principale ressource et source d'alimentation.",C1,37,"['et ', 'les ', 'bisons', 'ont ', 'par', 'les ', 'blancs', 'pour', 'nous', 'ce ', 'qui', 'faisait ', 'vie', 'le ', 'coeur', 'de ', 'de ', 'mais', 'aussi ', 'et ']",20,0.5405405405405406
L'âme mobile de la comtesse embrassa avec enthousiasme l'idée de ce nouveau genre de vie ; il y avait vingt ans qu'elle n'avait habité ce château vénérable s'élevant majestueusement au milieu des vieux châtaigniers plantés du temps des Sforce.,C1,43,"['mobile', 'de ', 'la ', 'avec', 'de ', 'ce ', 'de ', 'vie', 'il ', 'ans ', ""qu'"", 'elle', ""n'"", 'ce ', ""s'"", 'au ', 'milieu', 'des ', 'du ', 'temps', 'des ']",21,0.4883720930232558
"Sont éligibles les forêts d'arbres de plus de deux mètres, dont le feuillage recouvre plus du dixième de la surface.",C1,21,"['sont', 'les ', 'de ', 'plus', 'de ', 'deux', 'dont', 'le ', 'feuillage', 'plus', 'du ', 'de ', 'la ']",13,0.6190476190476191
"La réussite professionnelle fait oublier l'âge, l'échec le rappelle, reconnaît-il.",C1,13,"['la ', 'fait', 'le ']",3,0.23076923076923078
Lequel des deux assouvit le mieux sa passion ?,C1,8,"['des ', 'deux', 'le ', 'sa ']",4,0.5
"De nombreux indicateurs lui permettent de suivre l'évolution de la situation, et au fur et à mesure que l'épidémie se propage, de nouveaux outils deviennent nécessaires pour avoir une vision globale de la situation.",C1,36,"['de ', 'indicateurs', 'lui ', 'de ', 'suivre', 'de ', 'la ', 'et ', 'au ', 'fur ', 'et ', 'mesure', 'que', 'se ', 'de ', 'pour', 'une ', 'de ', 'la ']",19,0.5277777777777778
"Cette façon d'entrer dans les pensées des personnages presque par effraction, sans s'excuser, et de naviguer dans un océan à l'amplitude universelle : les méandres des souvenirs qui à la fois hantent et illuminent nos vies.",C1,38,"['dans', 'les ', 'des ', 'par', 'effraction', 'sans', ""s'"", 'excuser', 'et ', 'de ', 'naviguer', 'dans', 'un', 'amplitude', 'les ', 'des ', 'qui', 'la ', 'fois', 'et ', 'nos ', 'vies']",22,0.5789473684210527
Il ne dit jamais rien qui puisse nous affecter outre mesure dans nos estimes de soi.,C1,16,"['il ', 'ne ', 'dit ', 'rien', 'qui', 'nous', 'affecter', 'mesure', 'dans', 'nos ', 'estimes', 'de ', 'soi']",13,0.8125
"Le directeur financier, sans doute moins heureux qu'il l'affichait, a tout abandonné : son travail, son entreprise, sa vie parisienne et son appartement cossu",C1,25,"['le ', 'sans', ""qu'"", 'il ', 'tout', 'son ', 'son ', 'sa ', 'vie', 'et ', 'son ', 'cossu']",12,0.48
"Faits divers, faits divers, alors qu'on est au printemps, faits divers alors qu'on est au printemps",C1,18,"['alors ', ""qu'"", 'on ', 'est ', 'au ', 'alors ', ""qu'"", 'on ', 'est ', 'au ']",10,0.5555555555555556
Elle s'étirait délicatement en un long ruban d'hommes et de chameaux.,C1,13,"['elle', ""s'"", 'en ', 'un', 'long', 'ruban', 'et ', 'de ', 'chameaux']",9,0.6923076923076923
BigQuery est un entrepôt de données d'entreprise de Google en mode sans serveur.,C1,14,"['est ', 'un', 'de ', 'de ', 'google', 'en ', 'mode', 'sans']",8,0.5714285714285714
Toute cette chaleur s'appuyait sur moi et s'opposait à mon avance.,C1,13,"[""s'"", 'sur ', 'moi', 'et ', ""s'"", 'mon', 'avance']",7,0.5384615384615384
"Mais qu'ils prétendent être les seuls acteurs légitimes pour définir et normaliser le commerce équitable, c'est nier les autres pratiques et refuser le débat avec tous les acteurs de la société civile, ce qui est inadmissible.",C1,38,"['mais', ""qu'"", 'ils ', 'les ', 'pour', 'et ', 'le ', ""c'"", 'est ', 'nier', 'les ', 'et ', 'le ', 'avec', 'tous', 'les ', 'de ', 'la ', 'civile', 'ce ', 'qui', 'est ', 'inadmissible']",23,0.6052631578947368
"Une preuve en est que deux millions d'emplois en Europe, nécessitant des compétences scientifiques et technologiques, ne sont pas pourvus.",C1,21,"['une ', 'en ', 'est ', 'que', 'deux', 'en ', 'europe', 'des ', 'et ', 'technologiques', 'ne ', 'sont', 'pas', 'pourvus']",14,0.6666666666666666
"Pour préserver une bonne estime de soi, il est vital de conserver d'autres activités sociales ou créatives : sortir avec des amis, faire du sport, dessiner, faire du théâtre, de la danse.",C1,32,"['pour', 'une ', 'de ', 'soi', 'il ', 'est ', 'de ', 'avec', 'des ', 'amis', 'du ', 'dessiner', 'du ', 'de ', 'la ']",15,0.46875
"Les optimistes soulignent qu'il ne représente encore qu'une part infinitésimale des échanges internationaux mais que le concept est ""porteur"".",C1,21,"['les ', ""qu'"", 'il ', 'ne ', 'encore', ""qu'"", 'une ', 'part', 'des ', 'mais', 'que', 'le ', 'est']",13,0.6190476190476191
Le départ est le seul horizon offert à ceux qui cherchent les mille écrins où le destin cache les solutions de ses mille erreurs.,C1,24,"['le ', 'départ', 'est ', 'le ', 'seul', 'horizon', 'ceux', 'qui', 'les ', 'mille', 'le ', 'cache ', 'les ', 'solutions', 'de ', 'ses ', 'mille']",17,0.7083333333333334
