sentence;difficulty
Le comte, qui avait de l'usage, la pria de ne point divulguer la triste vérité dont elle lui faisait confidence : - Si vous avez l'extrême indulgence, ajouta-t-il, de continuer à me recevoir avec toutes les 16 distinctions extérieures accordées à l'amant régnant, je trouverai peut-être une place convenable.;C2
"Comme Schleiermacher, Hegel a senti assez vite qu'il y a dans la nature humaine un besoin de connaissances divines1 auquel se lient d'ailleurs des exigences morales; la religion ne tombe pas du ciel sur n'importe quel astre";C2
Cette première étape est celle de l'apprentissage de l'autre, celle où chacun souhaite vaincre ses craintes et relever le défi.;C2
"Je crus y remarquer une impression de regret et de tristesse ; mais elle persistait dans sa résolution, qu'elle m'annonçait comme inébranlable.";C2
Est-il exorbitant de prétendre qu'un mode de pensée qui accepte l'incertain soit devenu hors jeu ?;C2
A l'origine, Bergmann et Sams, qui ont véritablement fait découvrir la méthode, ont travaillé avec des capsules vidéo, donc ce qui suppose un enregistrement.;C2
"Je me contenais à peine lorsqu'un autre que moi s'entretenait à part avec Ellénore ; j'interrompais brusquement ces entretiens.";C2
En outre, c'est une action liée à la souffrance et qui possède une dimension fortement négative;C2
Lorsque j'arrivais, j'apercevais dans les regards d'Ellénore une expression de plaisir.;C2
La misandrie est une haine-réponse, dans un contexte de domination patriarcale qui est lui-même violent envers les femmes.;C2
"Deuxièmement, Spinoza précise bien que les hommes ""se vantent"" d'être libre car le désir d'être libre, même illusoire, est beaucoup plus valorisant pour l'orgueil humain que l'idée d'être totalement déterminé";C2
Un crime immotivé, quel embarras pour la police;C2
"Dix ans de fidélité avaient inspiré à M. de P *** une confiance entière ; il laissait à Ellénore la plus grande liberté.";C2
Mon imagination, s'irritant de l'obstacle, s'empara de toute mon existence.;C2
De la loi Toubon aux exigences de passage de musique en langue française à la radio, notre protectionnisme culturel fait tout son possible pour nous protéger des langues étrangères;C2
Je ne savais pas que, bien plus tristement que les petits écarts de régime de son mari, mon manque de volonté, ma santé délicate, l'incertitude qu'ils projetaient sur mon avenir, préoccupaient ma grand'mère au cours de ces déambulations incessantes de l'après-midi et du soir, où on voyait passer et repasser, obliquement levé vers le ciel, son beau visage aux joues brunes et sillonnées, devenues au retour de l'âge presque mauves comme les labours à l'automne, barrées, si elle sortait, par une voilette à demi relevée, et sur lesquelles, amené là par le froid ou quelque triste pensée, était toujours en train de sécher un pleur involontaire.;C2
Ce réseau, enfin, prend vie par ceux qui le parcourent et qui l'infléchissent en échangeant recommandations et avertissements sur les chemins à suivre, et ceux à éviter.;C2
Serait - ce que la vie semble d'autant plus réelle que toutes les illusions disparaissent, comme la cime des rochers se dessine mieux dans l'horizon lorsque les nuages se dissipent ?;C2
Sont visés les plans de participation du personnel mis en place par une société en faveur de ses employés sous forme d'octroi d'actions ou d'options.;C2
"Il eût fallu que le curé lui-même sût cette langue ; or elle était l'objet de ses mépris ; ses connaissances en ce genre se bornaient à réciter, par coeur, les prières de son missel, dont il pouvait rendre à peu près le sens à ses ouailles.";C2
Car, si les émoluments fixes étaient insignifiants, il y avait le casuel, il y avait surtout les quêtes à domicile.;C2
"Qui résiste en effet au plaisir de ""schtroumpfer"" son texte, c'est-à-dire d'y remplacer tous les verbes d'action et les participes passés par le verbe ""schtroumpfer"", correctement accordé, bien sûr ?";C2
"Ils permirent ainsi, pour le meilleur et pour le pire, cette ""grande transformation"" qui multiplia les productions et autorisa l'augmentation colossale de l'espèce humaine.";C2
"Et d'ajouter, afin de faire de l'école publique un lieu consensuel et inclusif, que les enseignants qui ""outrageraient les croyances religieuses de n'importe qui"" seraient durement sanctionnés.";C2
Concentrés toute l'année sur les résultats scolaires de leurs enfants, les parents ne sont pas prêts à laisser les bains de mer ou de soleil délaver les tables de multiplication, les plus-que-parfait de l'indicatif et autres théorèmes de géométrie si chèrement acquis;C2
Autrement dit, peut-on se contenter du sentiment de notre liberté pour en déduire son existence certaine;C2
J'ai ensuite beaucoup pratiqué, grâce à mon addiction à internet;C2
Ces énoncés se servent des signes, mais également des règles de formation pour produire des phrases d'une langue avec le lexique;C2
Je sortis quand j'eus pris mes clés;C2
Laurine courait maintenant, s'abandonnait tout à fait au plaisir de ce jeu nouveau et, la figure rose, elle se précipitait d'un grand élan d'enfant ravie, à chacune des fuites, à chacune des ruses, à chacune des feintes de son compagnon.;C2
Certains partirent furibonds, jurant qu'ils ne se soumettraient jamais à un roi trop jeune pour avoir de la barbe au menton;C2
Mais j'avais repris ma vie habituelle, et l'angoisse que j'avais éprouvée commençait à se dissiper, lorsqu'au bout d'un mois M. de P *** me fit avertir qu'Ellénore devait arriver le soir.;C2
Une épidémie de rage nous menace, dit Sagunta, et je suis la seule à posséder les pains de Saint-Hubert, patron des chasseurs et guérisseur des enragés;C2
J'avais obtenu, par un travail assez opiniâtre, au milieu d'une vie très dissipée, des succès qui m'avaient distingué de mes compagnons d'étude, et qui avaient fait concevoir à mon père sur moi des espérances probablement fort exagérées.;C2
Elle voulut parler : je lui demandai de m'écouter.;C2
Le lien entre l'acteur et l'acte commis est inexistant;C2
Puis, il y eut une pause lugubre, suivie d'un vaste soupir d'agonie où l'on eût dit que l'âme de la grosse cloche s'exhalait.;C2
Il apparait donc que l'accent mis sur la présence et la nature d'instruments de contingentement spatial risque de cacher, dans les cas d'Argovie et Soleure, la facilité procédurale avec laquelle le territoire d'urbanisation indiqué dans le plan directeur peut être modifié.;C2
Je fus accueilli dans cette cour avec la curiosité qu'inspire naturellement tout étranger qui vient rompre le cercle de la monotonie et de l'étiquette.;C2
Et les mèches de ses cheveux roux crespelés par la nature, mais collés par la brillantine, étaient largement traitées comme elles sont dans la sculpture grecque qu'étudiait sans cesse le peintre de Mantoue, et qui, si dans la création elle ne figure que l'homme, sait du moins tirer de ses simples formes des richesses si variées et comme empruntées à toute la nature vivante, qu'une chevelure, par l'enroulement lisse et les becs aigus de ses boucles, ou dans la superposition du triple et fleurissant diadème de ses tresses, a l'air à la fois d'un paquet d'algues, d'une nichée de colombes, d'un bandeau de jacinthes et d'une torsade de serpents.;C2
Pour presque chaque pays, on peut en gros dessiner le schéma suivant: la cour est normalement le centre du goût, des manières et des idées venues de France et certaines de ces attitudes sont imitées par les solliciteurs qui gravitent autour de l'aristocratie et le haut personnel domestique.;C2
Nonobstant les conseils de mes professeurs, je vais arrêter mes études.;C2
La flatterie n'émane jamais des grandes âmes, elle est l'apanage des petits esprits qui réussissent à se rapetisser encore pour mieux entrer dans la sphère vitale de la personne autour de laquelle ils gravitent.;C2
"Même sans se considérer forcément comme un ""cyberaddict"", tout un chacun peut s'inspirer de ces techniques pour y puiser des conseils.";C2
C'est dans cette voie - ouverte entre la timidité aristotélicienne et l'audace insensée des alchimistes - qu'allait passer toute la science de l'avenir.;C2
Tétais embarrassé, humilié, de rencontrer une femme qui m'avait traité comme un enfant.;C2
Elle attachait le plus grand prix à la régularité de la conduite, précisément parce que la sienne n'était pas régulière suivant les notions reçues.;C2
Un bel organe, un imperturbable aplomb, plus de tempérament que d'intelligence et plus d'emphase que de lyrisme, achevaient de rehausser cette admirable nature de charlatan, où il y avait du coiffeur et du toréador.;C2
Mais, comme il ne s'entendait guère plus en culture qu'en indienne, qu'il montait ses chevaux au lieu de les envoyer au labour, buvait son cidre en bouteilles au lieu de le vendre en barriques, mangeait les plus belles volailles de sa cour et graissait ses souliers de chasse avec le lard de ses cochons, il ne tarda point à s'apercevoir qu'il valait mieux planter là toute spéculation.;C2
La deuxième limite de l'indicateur est liée au fait que l'accent est mis sur les aspects substantiels des politiques cantonales d'aménagement du territoire en matière de maîtrise de l'urbanisation, et moins sur les aspects procéduraux.;C2
La structure de la phrase bretonne fait en effet apparaître des caractéristiques qu'elle partage avec d'autres langues, et qui faciliteront aux bretonnants l'accès à ces langues;C2
Le repos hebdomadaire n'entrera vraiment dans les moeurs qu'après la Grande Guerre.;C2
Swann s'était avancé, sur l'insistance de Mme De Saint-euverte, et pour entendre un air d' orphée qu'exécutait un flûtiste, s'était mis dans un coin où il avait malheureusement comme seule perspective deux dames déjà mûres assises l'une à côté de l'autre, la marquise de Cambremer et la vicomtesse de Franquetot, lesquelles, parce qu'elles étaient cousines, passaient leur temps dans les soirées, portant leurs sacs et suivies de leurs filles, à se chercher comme dans une gare et n'étaient tranquilles que quand elles avaient marqué, par leur éventail ou leur mouchoir, deux places voisines : Mme De Cambremer, comme elle avait très peu de relations, étant d'autant plus heureuse d'avoir une compagne, Mme De Franquetot, qui était au contraire très lancée, trouvant quelque chose d'élégant, d'original, à montrer à toutes ses belles connaissances qu'elle leur préférait une dame obscure avec qui elle avait en commun des souvenirs de jeunesse.;C2
Tout d'abord, pourquoi ne pas considérer le travail comme une unique contrainte puisque dès son origine, cette activité est désignée comme telle;C2
Pour les situations qui s'apparentent à de réelles addictions comportementales, un travail sur l'estime de soi est souvent nécessaire.;C2
Par conséquent, d'après Marx, les Hommes qui détiennent les clés des désirs de l'humanité auront en leur possession un pouvoir immense et une responsabilité d'autant plus importante;C2
Cela ressemble à de la science-fiction, mais pourtant, la claytronique, comme on l'appelle, devrait être plus facile à réaliser que la fabrication moléculaire nanotechnologique, car se situant malgré tout bien au-dessus du niveau nanométrique.;C2
Elle génère donc un espace où se manifestent des modes d'expression très divers, en fonction des projets de séances qui présentent plus ou moins d'improvisation ou de mise en forme ainsi qu'en fonction de la variabilité et de la composition des groupes.;C2
C'est à partir de Francis Bacon, et donc vers la fin du XVe siècle, qu'on voit s'indiquer une nouvelle orientation de l'esprit qui aboutit à réhabiliter l'audace expérimentale en annexant à la véritable science un domaine qui jusque-là ressortissait à la magie.;C2
Il sera nécessaire de faire un effort de pédagogie pour faire adopter ces nouvelles technologies qui se banalise-ront.;C2
Le soleil aplatissait le chemin du Quai à grands coups de langue;C2
Nous brûlons de trouver une assiette ferme, et une dernière base constante pour y édifier une tour qui s'élève à l'infini, mais tout notre fondement craque, et la terre s'ouvre jusqu'aux abîmes.;C2
"Or peut-on se contenter de cette expérience immédiate ou pour reprendre la formulation de Bergson, de cette ""donnée immédiate de la conscience""";C2
"Un garçon tombé du Midi à Paris, avec l'audace aimable d'un aventurier et, dès le lendemain, des histoires de femme, une continuelle exploitation de la femme, le scandale d'un flagrant délit, dont le quartier parlait encore ; puis, la conquête brusque et inexplicable de Mme Hédouin, qui lui avait apporté le Bonheur des dames.";C2
Je me souviens d'un été durant lequel nous nous étions beaucoup déplacés en caravane;C2
Nous devons nous envisager autant comme citoyens du monde que comme héritiers d'une vieille nation.;C2
L'homme impoli est le lépreux du monde fashionable.;C2
De fait, la nature peut être, par l'homme, changée tout à fait, transformée, ébranlée jusqu'en ses fondements, et c'est pourquoi il sied de réhabiliter le mot de magie, en lui redonnant le sens honorable qu'il avait autrefois et en désignant par là une science justement ambitieuse qui, de la connaissance des formes cachées, déduit des opérations étonnantes.;C2
"Il passa contre nous, ne s'interrompit pas de parler à sa voisine, et nous fit du coin de son oeil bleu un petit signe en quelque sorte intérieur aux paupières et qui, n'intéressant pas les muscles de son visage, put passer parfaitement inaperçu de son interlocutrice ; mais, cherchant à compenser par l'intensité du sentiment le champ un peu étroit où il en circonscrivait l'expression, dans ce coin d'azur qui nous était affecté il fit pétiller tout l'entrain de la bonne grâce qui dépassa l'enjouement, frisa la malice ; il subtilisa les finesses de l'amabilité jusqu'aux clignements de la connivence, aux demi-mots, aux sousentendus, aux mystères de la complicité ; et finalement exalta les assurances d'amitié jusqu'aux protestations de tendresse, jusqu'à la déclaration d'amour, illuminant alors pour nous seuls, d'une langueur secrète et invisible à la châtelaine, une prunelle énamourée dans un visage de glace.";C2
Il existe une théorie sur l'attrait exercé par la courbe féminine sur l'homme, et cette théorie est qu'une femme callipyge signale.;C2
"Je me précipite sur celle terre qui devrait s'entrouvrir pour m'engloutir à jamais ; je pose ma tête sur la pierre froide qui devrait calmer la fièvre ardente qui me dévore.";C2
"La construction des motocyclettes est particulière ; les châssis sont conçus en fonction de l'utilisation de la machine, et des contraintes à supporter.";C2
Mais la racine du mal est bel est bien cette façon de penser tendant vers un manichéisme néfaste, néfaste car le respect des opinions divergentes et le débat s'estompent au profit de l'extrémisme et l'uniformisme de la pensée;C2
À la suite du retrait planifié de la navette spatiale américaine, la NASA lance un appel d'offres pour le transport d'une partie du fret et des équipages qui ne peut être pris en charge par les vaisseaux existants.;C2
Plusieurs jours se passèrent de la sorte.;C2
Emma rêvait au jour de son mariage: et elle se revoyait là-bas, au milieu des blés, sur le petit sentier, quand on marchait vers l'église.;C2
Or, il faut bien différencier une contrainte d'une obligation, qui elle est une activité que l'individu s'impose lui-même librement;C2
J'avais juré de laisser là les nonnes : car que toujours on voie en mes écrits, même sujet, et semblables personnes, cela pourrait fatiguer les esprits.;C2
Elles le contemplaient toutes les deux, l'approuvant du regard, trouvant qu'il parlait bien et juste, confessant par leur silence ami que leur morale inflexible de Parisiennes n'aurait pas tenu longtemps devant la certitude du secret.;C2
Le travail permet en effet à l'Homme de se libérer d'aspects contraignant liés à l'existence humaine;C2
Et sans doute encore, le romantisme allemand dans lequel ces mouvements de l'esprit vont trouver comme une fluide cristalli- sation ne se présente pas au premier abord comme conscience malheureuse, ainsi que le fait le romantisme français.;C2
Or à prendre les choses rigoureusement, l'homme est tout aussi déterminé à se mouvoir sous l'influence de causes externes qu'une pierre qui reçoit une impulsion;C2
"Les grandes puissances étaient collectivement responsables de la paix et du repos de l'Europe; elles se concertaient en permanence pour régler les problèmes, ou au moins pour éviter qu'ils ne débouchent sur une guerre généralisée.";C2
Je leur donnai le bijou seulement après qu'ils l'eurent payé.;C2
Par conséquent, l'entrée dans la liberté authentique, par opposition avec la liberté illusoire des désirs infinis, c'est l'entrée dans une véritable autonomie et c'est pouvoir devenir responsable de ses actes et pouvoir en répondre;C2
Malgré ces efforts la question de la pertinence de la valeur comptable des entreprises reste toujours d'actualité car il n'y a pas de norme aujourd'hui sur la valeur liée aux actifs intangibles et plus particulièrement aux connaissances;C2
C'est sans doute parce qu'elles se figuraient les mérites esthétiques comme des objets matériels qu'un oeil ouvert ne peut faire autrement que de percevoir, sans avoir eu besoin d'en mûrir lentement des équivalents dans son propre coeur15.;C2
Je resterai, néanmoins, fidèle à ma règle habituelle, qui consiste à accorder la préférence aux affaires dont l'intérêt provient moins de la sauvagerie du crime que de l'ingéniosité et de l'imprévu de la solution.;C2
"Par ailleurs, Platon, dans Protagoras, relate l'apparition de la technique, et donc du travail, chez les Hommes dans ""le mythe de Prométhée""";C2
Le pouvoir politique cherche à encadrer le temps libre des salariés: un dimanche avec leur femme au foyer doit les tenir à l'écart des bistrots et relancer la natalité.;C2
Pendant une grande partie du jour, j'attendis vainement une réponse.;C2
"Après cette tranquille soirée, les soupçons de Swann étaient calmés ; il bénissait Odette et le lendemain, dès le matin, il faisait envoyer chez elle les plus beaux bijoux, parce que ces bontés de la veille avaient excité ou sa gratitude, ou le désir de les voir se renouveler, ou un paroxysme d'amour qui avait besoin de se dépenser.";C2
Expérience qu'il ne put mener à bien, mais qu'il y avait déjà bien du mérite à concevoir: Réaumur est le premier biologiste qui ait tenté de prolonger la vie d'un mammifère en lui imposant une torpeur artificiellement entretenue.;C2
La merveilleuse paix de cet été endormi entrait en moi comme une marée.;C2
"L'homme fait regarder son sexe comme un symbole de transcendance et de puissance il en tire vanitécomme d'un muscle strié et en même temps comme d'une grâce magique : c'est une liberté riche de toute la contingence du donné, un donné librement voulu ; c'est sous cet aspect contradictoire qu'il s'en enchante ; mais il en soupçonne le leurre ; cet organe par lequel il prétend s'affirmer ne lui obéit pas ; lourd de désirs inassouvis, s'érigeant inopinément, parfois se soulageant en rêve, il manifeste une vitalité suspecte et capricieuse.";C2
"Un jour qu'il était venu nous voir à Paris après dîner en s'excusant d'être en habit, Françoise ayant, après son départ, dit tenir du cocher qu'il avait dîné ""chez une princesse"", - ""Oui, chez une princesse du demi-monde !"" avait répondu ma tante en haussant les épaules sans lever les yeux de sur son tricot, avec une ironie sereine.";C2
Votre amitié me soutenait : sans cette amitié je ne puis vivre.;C2
"J'étais obligé d'ouvrir la fenêtre pour respirer ; mon sang me brûlait en circulant dans mes veines.";C2
En effet, l'atmosphère était imprégnée d'une forte odeur de fraichin.;C2
Je ne demandais alors qu'à me livrer à ces impressions primitives et fougueuses qui jettent l'âme hors de la sphère commune, et lui inspirent le dédain de tous les objets qui l'environnent.;C2
Il n'était pas comme tant de gens qui par paresse ou sentiment résigné de l'obligation que crée la grandeur sociale de rester attaché à un certain rivage, s'abstiennent des plaisirs que la réalité leur présente en dehors de la position mondaine où ils vivent cantonnés jusqu'à leur mort, se contentant de finir par appeler plaisirs, faute de mieux, une fois qu'ils sont parvenus à s'y habituer, les divertissements médiocres ou les supportables ennuis qu'elle renferme.;C2
L'homme du peuple est désigné par son prénom, auquel on adjoint toute précision utile : le nom du père, le lieu d'origine, un surnom, le nom du maître pour un artisan, etc.;C2
Ici, le travail est un châtiment divin, imposé par Dieu aux Hommes pour les punir de leur désobéissance;C2
Ce fut le moment des sous-entendus adroits, des voiles levés par des mots, comme on lève des jupes, le moment des ruses de langage, des audaces habiles et déguisées, de toutes les hypocrisies impudiques, de la phrase qui montre des images dévêtues avec des expressions couvertes, qui fait passer dans l'oeil et dans l'esprit la vision rapide de tout ce qu'on ne peut pas dire, et permet aux gens du monde une sorte d'amour subtil et mystérieux, une sorte de contact impur des pensées par l'évocation simultanée, troublante et sensuelle comme une étreinte, de toutes les choses secrètes, honteuses et désirées de l'enlacement.;C2
Mais elle n'était jamais seule : des soirées entières se passaient sans que je pusse lui dire autre chose en particulier que quelques mots insignifiants ou interrompus.;C2
Toutes les autres affections ont besoin du passé : l'amour crée, comme par enchantement, un passé dont il nous entoure.;C2
Une frange de la population s'en trouve exclue et souffre tant des conditions matérielles à laquelle elle est réduite que du regard porté sur elle.;C2
La liberté correspondrait donc à un sentiment intérieur, à une expérience immédiate en chaque homme;C2
Ceci pourrait donner lieu à des jeux interactifs, qui sont un excellent moyen de mémorisation.;C2
Enfin j'entendis sonner l'heure à laquelle je devais me rendre chez le comte.;C2
J'étais également incapable de distraction et d'étude.;C2
Il ne les enferme pas dans des cadres étanches de civilisations qui s'entrechoquent.;C2
En haut des tours, il n'est pas conseillé de s'attarder trop longtemps devant le panorama parisien;C2
Comme le chrétien qui veut se délivrer du corps, par là même pense sans cesse à son corps, de même ces philosophies, sans cesse en lutte contre l'empirique, sont enchaînées à l'empirique.;C2
Loin d'une société oisive, il faut continuer à innover et aider les populations qui risquent de voir leur travail disparaître en les formant à d'autres talents.;C2
Celles-ci n'influeront sur la recherche scientifique que vers le milieu du XVIIe siècle: et l'on peut, il me semble, attribuer au grand naturaliste Réaumur le mérite d'en avoir tiré les premières conséquences expérimentales dans ses recherches sur la prolongation de la vie chez les insectes.;C2
C'est pourquoi la définition de métriques des actifs intangibles et des connaissances ainsi que de normes sur la question permettant la comparaison d'entreprises apparaît comme un enjeu pour les entreprises;C2
"L'incarnation nous met en présence de l'immuable qui est par lui-même quelque chose de général; et cet immuable revêtant le caractère de l'individualité, ce caractère même devient quelque chose d'universel.";C2
Et puis en outre, ça me paraît être un moyen prometteur pour lutter contre les inégalités et le décrochage scolaire.;C2
Cette tranquillité ne l'effrayait pas moins que s'il eût trouvé le logis en rumeur;C2
Un revenu devient donc une nécessité pour que l'Homme puisse accéder à la satisfaction d'avoir comblé ses désirs;C2
"Le caractère pénible et douloureux du travail est ainsi exprimé dans la phrase ""tu travailleras à la sueur de ton front""";C2
En effet, le risque pour un homme comme Calliclès décidant de mener une vie intempérante et désordonnée est de devenir l'esclave de ses propres passions et désirs;C2
"Face à ce problème social, il préconise de réduire le temps de travail, de repenser la distribution des richesses autrement que sur la base de la production et de développer davantage ce qu'il appelle le ""tiers secteur"", autrement dit l'économie sociale et la sphère associative qui oeuvrent au bien-être d'autrui.";C2
"Car souvent dans l'une on trouve égaré un jour d'une autre, qui nous y fait vivre, en évoque aussitôt, en fait désirer les plaisirs particuliers et interrompt les rêves que nous étions en train de faire, en plaçant plus tôt ou plus tard qu'à son tour ce feuillet détaché d'un autre chapitre, dans le calendrier interpolé du bonheur ; mais bientôt, comme ces phénomènes naturels dont notre confort ou notre santé ne peuvent tirer qu'un bénéfice accidentel et assez mince jusqu'au jour où la science s'empare d'eux et, les produisant à volonté, remet en nos mains la possibilité de leur apparition, soustraite à la tutelle et dispensée de l'agrément du hasard, de même la production de ces rêves d'Atlantique et d'Italie cessa d'être soumise uniquement aux changements des saisons et du temps.";C2
Si j'étais parent d'un collégien, je lui conseillerais de lire cet été Le Bizarre Incident du chien pendant la nuit, de Mark Haddon , de jouer au Triolet , qui est une sorte de Scrabble des nombres, deux nouveautés intéressantes.;C2
La Fondation à la pâte a été créée en 2011, dans la continuité de l'opération du même nom lancée en 1995 par l'Académie des sciences à l'initiative du prix Nobel de physique.;C2
Considéré dès sa naissance comme un fils à part entière par son père, il ne fut cependant jamais légitimé.;C2
L'entrepreneur a présenté une estimation tout à fait raisonnable.;C2
"Après de longs efforts, il parvint à se faire aimer ; et comme il ne m'avait point caché ses revers et ses peines, il se crut obligé de me communiquer ses succès : rien n'égalait ses transports et l'excès de sa joie.";C2
Mon père lui en reparla dans nos rencontres ultérieures, le tortura de questions, ce fut peine inutile : comme cet escroc érudit qui employait à fabriquer de faux palimpsestes un labeur et une science dont la centième partie eût suffi à lui assurer une situation plus lucrative, mais honorable, M. Legrandin, si nous avions insisté encore, aurait fini par édifier toute une éthique de paysage et une géographie céleste de la basse Normandie, plutôt que de nous avouer qu'à deux kilomètres de Balbec habitait sa propre soeur, et d'être obligé à nous offrir une lettre d'introduction qui n'eût pas été pour lui un tel sujet d'effroi s'il avait été absolument certain - comme il aurait dû l'être en effet avec l'expérience qu'il avait du caractère de ma grand'mère - que nous n'en aurions pas profité.;C2
Pour de multiples raisons, l'éducation s'est focalisée sur la spécialisation.;C2
D'après Marx, les Hommes qui font du travail une contrainte sont ceux qui produisent les objets du désir des Hommes;C2
Communiquer et penser dans tant de langages impose à l'individu contemporain d'entrer dans des systèmes et des réseaux qu'il doit comprendre et hiérarchiser.;C2
Les sots font de leur morale une masse compacte et indivisible, pour qu'elle se mêle le moins possible avec leurs actions, et les laisse libres dans tous les détails.;C2
J'ajoute que vous êtes aussi fondatrice d'une association : Inversons la classe.;C2
Par exemple au moyen de la technique de l'haplodiploïdisation, qui permet de fixer plus rapidement les caractères génotypiques que par la sélection classique.;C2
Apolitique et adialectique, cet univers d'objets abstraits n'admet que l'homme opposé à la nature, jamais à d'autres hommes.;C2
Le vieux rêve encyclopédique resurgit cependant dans les Expositions contemporaines avec ce qu'on pourrait nommer la clôture de l'utopie, par quoi la planète se résume en un panorama et tout l'ordre du monde se ramène à la taille d'un parc d'attractions qu'un seul regard peut embrasser, sans restes ni recoins.;C2
En partenariat avec l'INPES, elle a mis en place un programme sur l'addiction aux écrans, qui aborde le fonctionnement du cerveau, à la limite des neurosciences.;C2
Elle n'avait pas assez d'yeux pour contempler les costumes, les décors, les personnages, les arbres peints qui tremblaient quand on marchait, et les toques de velours, les manteaux, les épées, toutes ces imaginations qui s'agitaient dans l'harmonie comme dans l'atmosphère d'un autre monde.;C2
Cet amour-propre était en tiers entre Ellénore et moi.;C2
Sa vie devint un enfer quand elle eut compris que son mari la trompait;C2
En effet, le travail étant un des facteurs principaux qui permet à l'Homme d'améliorer son existence la perfectibilité le développe;C2
On définit une contrainte comme étant est une chose imposée par l'extérieur contre la volonté d'un individu;C2
Forcée à admettre que je ne manifestais aucune disposition spéciale, ni talent caché, ma mère finit par conclure, comme tant d'autres mères avant elle, qu'il ne me restait plus qu'une solution: la diplomatie.;C2
Suite à une série de retards, cet employé a été mis à pied pour une durée indertéminée;C2
Après la transfusion, le sang provenant d'un don de sang complet ou d'un don par aphérèse est congelé à une température de moins 30 degrés Celsius et est mis en quarantaine.;C2
"Mais la femme ne flatte pas seulement la vanité sociale de l'homme ; elle lui permet aussi un orgueil plus intime ; il s'enchante de la domination qu'il exerce sur elle ; aux images naturalistes du soc entaillant le sillon se superposent quand la femme est une personne des symboles plus spirituels ; ce n'est pas seulement érotiquement, c'est moralement, intellectuellement que le mari ""forme"" son épouse ; il l'éduque, la marque, lui impose son empreinte ; une des rêveries auxquelles l'homme se complaît, c'est celle de l'imprégnation des choses par sa volonté, du modelage de leur forme, de la pénétration de leur substance : la femme est par excellence la ""pâte molle"" qui se laisse passivement malaxer et façonner ; tout en cédant elle résiste, ce qui permet à l'action masculine de se perpétuer.";C2
"De ce poste élevé elle participait avec entrain à la conversation des fidèles et s'égayait de leurs ""fumisteries"", mais depuis l'accident qui était arrivé à sa mâchoire, elle avait renoncé à prendre la peine de pouffer effectivement et se livrait à la place à une mimique conventionnelle qui signifiait sans fatigue ni risques pour elle, qu'elle riait aux larmes.";C2
J'eusse dû te le confier en amont de notre conversation avec les investisseurs;C2
Mon cas personnel est peut être ici éclairant : je suis bilingue anglais;C2
Il s'établit donc, dans le petit public qui m'environnait, une inquiétude vague sur mon caractère.;C2
"Elle disait : ""Enfin, on respire !"" et parcourait les allées détrempées - trop symétriquement alignées à son gré par le nouveau jardinier dépourvu du sentiment de la nature et auquel mon père avait demandé depuis le matin si le temps s'arrangerait - de son petit pas enthousiaste et saccadé, réglé sur les mouvements divers qu'excitaient dans son âme l'ivresse de l'orage, la puissance de l'hygiène, la stupidité de mon éducation et la symétrie des jardins, plutôt que sur le désir inconnu d'elle d'éviter à sa jupe prune les taches de boue sous lesquelles elle disparaissait jusqu'à une hauteur qui était toujours pour sa femme de chambre un désespoir et un problème.";C2
"Au bout du petit matin, une autre petite maison qui sent très mauvais dans une rue très étroite, une maison minuscule qui abrite en ses entrailles de bois pourri de dizaines de rats et la turbulence de mes six frères et soeurs, une petite maison cruelle dont la intransigeance affole nos fin de mois et mon père fantasque grignoté d'une seule misère, je n'ai jamais su laquelle, qu'une imprévisible sorcellerie assoupit en mélancolique tendresse ou exalte en haut flammes de colère ; et ma mère dont les jambes pour notre faim inlassable pédalent, pédalent de jour, de nuit, je suis même réveillé la nuit par ces jambes inlassables qui pédalent la nuit et la morsure âpre dans la chair molle de la nuit d'une Singer et que ma mère pédale, pédale pour notre faim et de jour et de nuit.";C2
Au sein du gouvernement français, rares sont ceux qui peuvent afficher sur leur CV ne serait-ce qu'une année à la fac!;C2
"""Je les ai subis, et je les ai fait subir à mes enfants, jusqu'à ce que j'ose m'en affranchir, résume cet inventeur de produits plus ludiques";C2
D'autres fois, lassé moi-même de mon silence, je me laissais aller à quelques plaisanteries, et mon esprit, mis en mouvement, m'entraînait audelà de toute mesure.;C2
Il se servait du bout de sa patte ainsi que d'une raquette veloutée et frappait juste assez fort pour faire voler, sans lui infliger la moindre meurtrissure, un corps de petite fille.;C2
Que Céline, au début de Voyage au bout de la nuit, puisse affirmer que son voyage est entièrement imaginaire, cela est judicieux;C2
Aujourd'hui ou demain, des robots seront-ils capables de remplacer les hommes au travail?;C2
Parfois, le matin, alors qu'elle était absorbé par quelque tâche solitaire, tout occupée à cueillir des champignons ou des framboises, ou à coudre, ou à lire un livre de philosophie qui l'ennuyait, mais il fallait se cultiver pour lui, ou à lire avec honte et intérêt le courrier du coeur ou l'horoscope d'un hebdomadaire féminin, elle s'entendait tout à coup murmurer tendrement deux mots, sans l'avoir voulu, sans avoir pensé à lui.;C2
Après 13 ans, l'appareil articulatoire et phonatoire de l'enfant se fige, ce qui explique que les adultes ont tant de mal à apprendre les langues étrangères;C2
"Cela étant bien compris, je crois qu'on se tiendra en repos."" Comme Pascal, Edgar Morin cherche à désarçonner le rationaliste qui, au plein de la crise actuelle de notre rapport à la nature, ne doute ni de ses démarches ni de sa volonté d'imposer son ordre.";C2
